id,bid,text,头条文章url,原始图片url,视频url,位置,日期,工具,likes,评论数,转发数,tag,@用户,完整日期
5047725190547336,Ok1y72io0,国防部 新一轮 对台 军售 答问 粉碎 台独 分裂 图谋 美对 台 军售 无异于 谋财害命 自私 虚伪 至极 美国国防部 国防 合作局 近日 美方 批准 两批 总额 约 3.6 亿美元 台 军售 计划 包括 两型 无人机 配套 国防部 新闻 发言人 吴谦 民进党 当局 妄图 武谋独 美国 执意 以武助 台海 和平 稳定 威胁 美方 频频 台售武 台湾 老百姓 血汗钱 养肥 军工 复合体 不惜 台湾 火药桶 无异于 谋财害命 自私 虚伪 至极 民进党 当局 倚 外谋独 买 武器 不来 只会 战火 引向 台湾 棋子 终将 沦为 弃子,,https://wx2.sinaimg.cn/large/0033ImPzly1hqx09u8flsj60uz2lj1cu02.jpg,,,2024-06-21T15:28:50,微博网页版,726,175,132,"国防部就美新一轮对台军售答问,美对台军售无异于谋财害命自私虚伪至极",,2024-06-21 15:28:50
5047719498088578,Ok1oVxWcW,两高 三部 意见 惩治 台独 分裂 犯罪 月 21 日 最高人民法院 最高人民检察院 公安部 国家安全部 司法部 联合 依法惩治 台独 顽固 分子 分裂 煽动 分裂 犯罪 意见 之日起 施行 台独 分裂 行径 定罪 量刑,,https://wx4.sinaimg.cn/large/0033ImPzly1hqwznkcjavj60j60j6gnj02.jpg,,,2024-06-21T15:06:12,微博网页版,4052,555,956,"两高三部发布意见惩治台独分裂犯罪,对台独分裂行径有了具体定罪量刑标准",,2024-06-21 15:06:12
5047713178061265,Ok1eJxP6p,教育部 最新 高校 名单 2024 月 日 高等学校 共计 3117 高等学校 2868 含 本科 学校 1308 高职 专科 学校 1560 成人 高等学校 249 名单 未 包含 港澳台地区 高等学校 3117 高校 全名单 戳 链接 网页 链接 填报 志愿 用得上,,https://wx3.sinaimg.cn/large/0033ImPzly1hqwyyj78ysj619x0ye1kx02.jpg,,,2024-06-21T14:41:06,微博网页版,1008,230,583,"最新全国高校名单,全国3117所高校全名单",,2024-06-21 14:41:06
5047710866211375,Ok1b0q3Rt,退伍 大学生 毕业典礼 齐唱 军歌 太燃 放心 祖国 放心 亲人 路 勇敢 近日 宁波大学 2024 届 本科生 毕业典礼 暨 学位 授予 仪式 退伍 大学生 齐唱 军歌 来临 听得 热血沸腾 2024 毕业 季 新华社 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/lBm3stwNlx08fPair8U001041200hvKX0E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1719059505&ssig=KvMfEL3v%2F6&KID=unistore,video",,2024-06-21T14:31:55,微博视频号,1820,238,166,"退伍大学生毕业典礼齐唱军歌太燃了,2024毕业季",,2024-06-21 14:31:55
5047700179651691,Ok0TLEuQr,绚烂 延时 欣赏 各色 夏花 优雅 绽放 木槿花 合欢花 睡莲 荷花 鸢尾花 各色 夏花 绚烂 多姿 令人 赏心悦目 今日 夏至 愿 美好 如约 荔枝 风景线 微博 视频,,,"https://f.video.weibocdn.com/o0/0DIr3pZIlx08fOTAwj3a01041200YbtT0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059482&ssig=HRHjT%2BLHjA&KID=unistore,video",,2024-06-21T13:49:27,微博视频号,3701,1061,1244,"延时欣赏各色夏花优雅绽放,夏至",,2024-06-21 13:49:27
5047687831885149,Ok0zR7UpD,月球 地球 嫦娥 六号 说 月球 神秘 包裹 派送 嫦娥 六号 月球 探测器 发来 一条 物流 通知 官宣 月球 神秘 包裹 运输 运输 进度 70% 网友 期待 嫦娥 六号 带来 土特产,,https://wx1.sinaimg.cn/large/0033ImPzly1hqww1i78fzj60q905ldh402.jpg,,,2024-06-21T13:00:23,微博网页版,1189,396,197,"嫦娥六号说来自月球的神秘包裹派送中,期待嫦娥六号带来的土特产",嫦娥六号月球探测器,2024-06-21 13:00:23
5047680499977386,Ok0o1FRzA,习近平 宁夏 习近平 宁夏 时 黄河流域 生态 高质量 先行 区 中国式 谱写 宁夏 篇章 中共中央 总书记 主席 中央军委 主席 习近平 近日 宁夏 时 宁夏 贯彻 理念 稳中求进 总 基调 铸牢 中华民族 共同体 意识 线 黄河流域 生态 高质量 先行 区 牵引 统筹 高质量 高水平 深化改革 扩大开放 城镇化 民族团结 共同富裕 加快 经济繁荣 民族团结 环境优美 富裕 美丽 宁夏 奋力 谱写 中国式 宁夏 篇章 月 日 习近平 结束 青海 来到 宁夏 当天 下午 宁夏回族自治区 党委书记 梁言 顺和 自治区 政府 主席 张雨浦 陪同 银川市 银川市 金凤区 长城 花园 社区 民族 聚居 大型 社区 习近平 来到 社区 党群 服务中心 走进 便民服务 厅 社区卫生 站 爱心 超市 听取 社区 介绍 详细 社区 发挥 党组织 邻里 便民 惠民 情况 来到 社区 活动室 饶有兴致 观看 居民 剪纸 创作 舞蹈 排练 亲切 鼓励 退休 居民 老有所养 老有所乐 老有所为 习近平 指出 社区 党组织 党 群众 神经末梢 社区 发挥 领导 社区 党组织 建好 建强 社区 主心骨 党建 引领 紧紧围绕 解决 居民 急难 愁 盼 老百姓 各项 做 深 做 细 习近平 来到 社区 居民 赵 守成 家中 一家人 围坐在 拉家常 就业 收入 医保 报销 孩子 上学 情况 幸福生活 点赞 鼓励 孩子 德智体美 劳 赵 守成 告诉 总书记 党委 政府 十分关心 社区 特别 改造 老旧 小区 居民 文体 生活 做 实事 各族群众 社区 里 和睦相处 生活 过得 舒心 习近平 党 全心全意 党 各族群众 家家户户 牵挂 希望 家庭 搞 更好 日子 越过 越 红火 傍晚 时分 社区 广场 热闹 居民 总书记 纷纷 围拢过来 热烈鼓掌 习近平 亲切 说 时隔 宁夏 看望 各族 干部群众 见到 非常高兴 中华民族 大家庭 各族人民 石榴 籽 紧紧 抱 铸牢 中华民族 共同体 意识 各族人民 心 紧紧 连在一起 力量 凝聚 中国式 共襄 中华民族 复兴 盛举 日 上午 习近平 听取 宁夏回族自治区 党委 政府 工作汇报 宁夏 成绩 给予 肯定 习近平 指出 宁夏 地理环境 资源 禀赋 独特 走 特色化 差异化 产业 路子 体现 宁夏 较强 竞争力 产业 宁夏 煤化工 新型材料 产业 风电 光伏 氢能 清洁 能源 产业 葡萄酒 枸杞 特色产业 精耕细作 旅游 深度 融合 特色旅游 全域 旅游 强化 科技 产业 融合 加大 科技成果 转化 力度 传统产业 新兴产业 因地制宜 新质 生产力 宁夏 北部 引黄灌区 中部 干旱 南部 山区 各有特点 准 产业 资源 环境容量 潜力 统筹规划 产业 山川 共济 城乡 融合 区域 联动 格局 习近平 宁夏 着力 重点 市场经济 融入 统一 国资 国企改革 认真落实 民营 营商 激发 投资 活力 对内 对外开放 相结合 积极参与 一带 一路 西部 陆海 通道 阿拉伯 经贸合作 内陆 黄河 贺兰山 六盘山 罗山 生态环境 宁夏 谋划 基准线 资源 环境要素 市场化 生态 产品 生态 补偿 水资源 管理制度 黄河 几字 弯 攻坚战 统筹 森林 草原 湿地 荒漠 生态 修复 盐碱地 综合治理 塞上江南 越来越 秀美 习近平 指出 普惠性 基础性 兜底 民生 着力 解决 群众 急难 愁 盼 扎实 各族人民 共同富裕 就业 摆在 突出位置 扎实 做好 高校 毕业生 农民工 退役军人 重点 群体 就业 城市更新 老旧 小区 改造 顺应 人口 流动 趋势 城乡 融合 城乡 产业 基础设施 公共服务 百万 移民 致富 美丽 移风易俗 拓展 脱贫 攻坚 成果 定点 帮扶 帮扶 规模性 返贫 抓好 生产 隐患 排查 防控 切实 维护 群众 生命财产 习近平 贯彻 党 民族 大政方针 努力 创建 铸牢 中华民族 共同体 意识 示范区 依法治理 民族事务 着力 互嵌式 社区 拓宽 民族 全方位 嵌入 贯彻 党 宗教 方针政策 宗教界 思想 政治 引领 习近平 指出 全党 党纪 抓紧 抓实 抓 党员 认真学习 党纪 党规 遵规 守纪 前提 安心 放手 干事 锐意进取 党性 党风 党纪 抓 作风 常态 长效 整治 形式主义 减负 一体 腐 腐 不想 腐 优良 党风 凝聚 人心 引领 社会风气 李干杰 何立峰 中央 国家机关 负责同志 陪同 网页 链接,,https://wx4.sinaimg.cn/large/0033ImPzly1hqwv7f27ynj60ob0obgr902.jpg,,,2024-06-21T12:31:15,微博网页版,1083,217,223,习近平宁夏考察调研,,2024-06-21 12:31:15
5047670173335843,Ok07ndZNV,网友 攻读 咖啡 专业 天天 喝咖啡 咖啡 科学 工程 密码 科学 人工智能 宝石 材料 工艺学 建造 普通高校 本科 816 专业 专业 可不 有趣 课程 设置 就业 方向 想象 网页 链接 专业 报考 指南,,"https://wx2.sinaimg.cn/large/0033ImPzly1hqwtzfegisj60j617qdsx02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwtzflg9oj60j61fawsh02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwtzffs0tj60j61fawsc02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwtzffw7gj60j61faaoy02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwtzfco8fj60j6161tjj02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwtzffceaj60j61a64as02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwtzft8akj60j61a6qfa02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwtzf9wiej60j61617eu02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwtzfdarvj60j6178qez02.jpg",,,2024-06-21T11:50:12,微博网页版,860,366,208,"攻读咖啡专业能天天喝咖啡吗,这些专业可不只是有趣,专业报考指南",,2024-06-21 11:50:12
5047658940466272,OjZPg1Xiw,夏至 爱 吃 面 今日 夏至 夏天 一半 冬至 馄饨 夏至 面 吃 夏至 面 短 一线 夏至 民间 吃面 习俗 爱 吃 种面 网页 链接,,,,,2024-06-21T11:05:35,微博网页版,13283,954,281,"你最爱吃哪一种面,夏天过去一半了",,2024-06-21 11:05:35
5047649151489380,OjZzt6fsg,暴雨 天气 提醒 关键时刻 救命 近日 南方 多地 暴雨 暴雨 居家 车辆 被困 逃生 次生 灾害 暴雨 天气 实用 防御 指南,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqwrkrtbiij60p015qaje02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwrkry4thj60p015qk2h02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwrkrxrtvj60p015qn7u02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwrkry1ssj60p015qdr402.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwrkrugjzj60p015qqcf02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwrkrvdicj60p015q7dv02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwrkrwdfcj60p015qn7302.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwrkrz7jjj60p015qn6p02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwrkrzkgpj60p015q7gj02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwrkrwyv1j60p015qwnz02.jpg",,,2024-06-21T10:26:41,微博网页版,2774,834,1386,"暴雨天气10个安全提醒,暴雨天气实用防御指南",,2024-06-21 10:26:41
5047643322189498,OjZq49bAu,直播 全天候 直播 解读 2024 高考 招生 高考 结束 志愿 填报 学校 办学 人才培养 专业 解读 最新 招生 人民日报 小时 直播 全方位 考生 家长 解惑 手把手 教 填志愿 祝福 考生 考入 理想 大学 专业 报考 指南 人民日报 微博 直播,,,,,2024-06-21T10:03:31,微博直播平台,1689,177,268,"全天候直播解读2024高考招生,手把手教你填志愿,专业报考指南",人民日报,2024-06-21 10:03:31
5047641660459431,OjZno1Vwb,成都 地铁 路面 坍塌 系 自来水管 爆管 成都 在建 地铁 路面 坍塌 人员伤亡 记者 成都 轨道 集团 获悉 月 21 日 时 分 中铁二局 施工 成都 轨道交通 13 号线 南街 站 施工 基坑 外 埋深 约 米 两根 直径 米 0.3 米 自来水管 自然 爆管 致使 锦里 西路 119 号 长约 米 路面 塌陷 情况 自来水管 产权 单位 关停 道路 封闭 现场 人员 受伤 事件 未 轨道交通 另据 塌陷 区域 周边 多个 小区 停气 居民 生活 带来 不便 成都 地铁 网页 链接,,https://wx1.sinaimg.cn/large/0033ImPzly1hqwqqmgtrrj60j60o3dj402.jpg,,,2024-06-21T09:56:55,微博网页版,676,296,132,"成都地铁路面坍塌原因系自来水管爆管,成都在建地铁路面坍塌无人员伤亡,成都地铁",,2024-06-21 09:56:55
5047633536614722,OjZahrKN4,壮观 壶口瀑布 清流 飞瀑 遇上 彩虹桥 近日 山 西吉县 黄河壶口瀑布 清流 飞瀑 彩虹桥 同框 现场 震撼 唯美 网友 黄河 之水 天上 画面 视频 微博 视频,,,"https://f.video.weibocdn.com/o0/JMPxjqFvlx08fOOBvaDK0104120091ZI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059528&ssig=R3aG6leAyB&KID=unistore,video",,2024-06-21T09:24:38,微博视频号,2783,900,810,"壶口瀑布清流飞瀑遇上彩虹桥,黄河之水天上来画面有了",,2024-06-21 09:24:38
5047625244215415,OjYWUhGCz,点赞 山坡 找网 女孩 毕业 投身 家乡 记得 年前 备战 高考 山坡 找 信号 女孩 月 日 上午 西南 大学 2024 本科生 毕业典礼 暨 学位 授予 仪式 范天兰 毕业生 代表 表白 母校 亮起 灯盏 昔日 山坡 找网 女孩 沐光 而行 找到 梦想 信号 范天兰 决心 热忱 回到 家乡 云南 一束 微小 坚定 照亮 学生 前行 路 点赞 追光 山坡 找 女孩 毕业 一站 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/WMiXkxTalx08fOMVYTO8010412004f2y0E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059538&ssig=hDILL5EBhh&KID=unistore,video",,2024-06-21T08:51:41,微博视频号,4942,811,595,"山坡找网女孩毕业后投身家乡教育,追光的你",,2024-06-21 08:51:41
5047614588586337,OjYFIA1Hj,为渐 冻人 这条 微博 渐冻症 罕见 病 导致 患者 肌肉 无力 萎缩 瘫痪 冻住 北半球 光照 时间 最长 渐冻 日 遇上 夏至 旨在 呼吁 全世界 共同努力 早日 渐冻症 患者 摆脱 病痛 折磨 沐浴 阳光 之下 关爱 渐冻 用爱 解冻,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqwnm7ekwcj60k60ri7gt02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwnm7gmk1j60k60rin3z02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwnm7eckcj60k60tcgsp02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwnm7g51jj60k60r8wkp02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwnm7dtskj60k60r879002.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwnm7gfqkj60k60w5qaz02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwnm7b0nzj60k60ohte002.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwnm7d6kij60k60rl0yn02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqwnm79d6yj60k60n9n1h02.jpg",,,2024-06-21T08:09:21,微博网页版,1769,532,1015,"今天为渐冻人传递这条微博,渐冻人日遇上夏至",,2024-06-21 08:09:21
5047606655583573,OjYsVnqxD,行迎 夏至 古诗词 夏天 氛围 感拉满 小荷 露 尖尖角 早有 蜻蜓 上头 连雨 不知 春去 一晴 方觉 夏深 绿树 阴 浓 夏日 长 楼台 倒影 池塘 古诗词 池 荷叶 一朵 夏花 一只 夏虫 夏日 专属 美好 夏至 已至 夏日 美景 遇上 古诗词 感受 夏日 之美,,"https://wx2.sinaimg.cn/large/0033ImPzly1hqwmom6avvj60u01hcapv02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwmom6u5xj60u01hck8002.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwmomniztj60u01hc1kx02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwmolsfvxj60u01hcgyb02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqwmomb1b5j60u01hcqkv02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwmomemyej60u01hc4mr02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqwmomi1txj60u01hcazs02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwmokuavzj60u01hcdvu02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqwmomagppj60u01hc7oi02.jpg",,,2024-06-21T07:37:49,微博网页版,4473,1706,3940,"文化中国行迎夏至,古诗词中的夏天氛围感拉满,当夏日美景遇上古诗词",,2024-06-21 07:37:49
5047603110349319,OjYnd1sSb,习语 算 大姐 算 大姐 年前 习近平 总书记 来到 山西 忻州 赵家 洼村 贫困 村民 王三女 家中 拉家常 问 冷暖 将来 生活 能过 越来越 一幕 令人难忘 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/RtpCjXbBlx08fOGTzB3201041200tOOu0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=4ub7gI97adQ&Expires=1719059518&ssig=xhhLblMxOj&KID=unistore,video",,2024-06-21T07:23:44,微博视频号,8854,557,757,"习语,将来的生活能过得越来越好",,2024-06-21 07:23:44
5047594927784987,OjYa0wFej,今日 夏至 今日 时 51 分 迎来 夏至 节气 标志 盛夏 来临 万物 生长 旺盛 夏天 一半 这天 北半球 白天 最长 夜晚 最短 夏至 便是 伏天 这一 时节 民间 吃面 习俗 迎接 盛夏 行迎 夏至 ## 夏至 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/X4Tj2iD6lx08fOEEpKgM010412005VhN0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059541&ssig=qipzN6eCiM&KID=unistore,video",,2024-06-21T06:51:13,微博视频号,4058,1888,2192,"夏天过去一半了,文化中国行迎夏至,夏至",,2024-06-21 06:51:13
5047479590718834,OjV9Z3106,你好 明天 关注 南方 防汛 救灾 近期 南方 强降雨 已致 受灾 消防 力量 生命 方舟 武警官兵 第一线 一艘 铁皮 船 救出 40 多名 村民 一幕幕 令人 动容 激发 防汛 决心 紧急 响应 筑牢 堤坝 守望相助 坎 心 手相 牵 愿 平平安安 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/LPZPjzKHlx08fNkb3iMM01041200hsHO0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059521&ssig=a2TmeRPeIW&KID=unistore,video",,2024-06-20T23:12:55,微博视频号,8518,1707,1154,"你好，明天,关注南方防汛救灾",,2024-06-20 23:12:55
5047468288644708,OjURKAgSM,人民日报 夜读 厉害 四面 镜子 放大镜 放大 闪光点 显微镜 做事 注重 细节 望远镜 登高 望远 平面镜 歪曲 狭隘 自然 带好 四面 镜子 人生 路 会越 走 越 宽 共勉 夜读 厉害 四面 镜子,,,,,2024-06-20T22:28:00,微博 weibo.com,4206,2270,1867,人民日报夜读,,2024-06-20 22:28:00
5047456355583160,OjUyvnqqY,挺身而出 他身 绑 消防水带 高空 救 幼童 月 日 早晨 广东 佛山 一名 幼童 脖子 卡 楼 防护 身体 悬空 路过 代驾 司机 李达辉 上楼去 消防水带 绑住 身体 化身 蜘蛛人 从天而降 一只 手 托起 孩子 帮 爬 回 房间 里 网友 奋不顾身 好心人 点赞 早晨 抬头 一看 太悬 N 视频 微博 视频,,,"https://f.video.weibocdn.com/o0/avmdcxFLlx08fLLrYiKI010412006O7E0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059546&ssig=p8JVwUShPY&KID=unistore,video",,2024-06-20T21:40:35,微博视频号,2300,674,268,他身绑消防水带从高空救下幼童,,2024-06-20 21:40:35
5047446617199336,OjUiNucSk,习近平 宁夏 习近平 五十六个 民族 凝聚 中华民族 共同体 日 下午 习近平 总书记 来到 宁夏 银川市 金凤区 长城 花园 社区 民族 聚居 社区 其乐融融 各族群众 和睦相处 生活 幸福 习近平 十分高兴 说 民族团结 五十六个 民族 石榴 籽 紧紧 抱 五十六个 民族 凝聚 中华民族 共同体 中华民族 大家庭 共同奋斗 中国式 中华民族 复兴,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqw4bpe397j62yo25b1kz02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqw4bpcvbej62yo23g1kz02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqw4bpfhpfj62yo23fnpf02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw4bpbvusj62yo1z4kjm02.jpg",,,2024-06-20T21:01:53,微博网页版,2253,416,337,"习近平宁夏考察调研,五十六个民族要像石榴籽一样紧紧抱在一起",,2024-06-20 21:01:53
5047446266973432,OjUietg6I,习近平 宁夏 习近平 社区 居民 群众 做 深 做 细 日 下午 习近平 总书记 来到 宁夏 银川市 金凤区 长城 花园 社区 来到 社区 党群 服务中心 便民 惠民 群众 生活 情况 社区 工作人员 居民 群众 亲切 习近平 说 社区 老百姓 做好 社区 党组织 建好 建强 一支 热心 稳定 社区 工作者 队伍 社区 总结经验 思路 居民 群众 做 深 做 细 努力 越做越,,"https://wx3.sinaimg.cn/large/0033ImPzly1hqw49wbmiqj62yo22iu0y02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw49w8z6uj62yo24lu0y02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw49woda8j62yo1z4b2b02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw49wrrzuj62yo24ee8302.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqw49wrlutj62l51q3e8202.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqw49womzhj62yo1xib2b02.jpg",,,2024-06-20T21:00:30,微博网页版,797,119,105,习近平宁夏考察调研,,2024-06-20 21:00:30
5047436382570211,OjU2iaMD1,别着急 时间 谈谈心 2024 转眼 已快 过半 时间 浪费 着急 焦虑 生活 短跑 马拉松 沉下心 慢慢来 时间 浪费 美好 事物 向下 扎根 生长 时间 同行 每一分 每一秒 经得起 时间 考验 戳 视频 听 刘德华 讲 人民日报 微博 视频,,,"https://f.video.weibocdn.com/o0/31J4tlQKlx08fNXoeTOw01041200QinR0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1719059554&ssig=nVpsNyvCYs&KID=unistore,video",,2024-06-20T20:21:13,微博视频号,60020,6382,28039,"和时间谈谈心,刘德华的年中讲",,2024-06-20 20:21:13
5047428162781552,OjTP2bFBK,新疆 阿图什市 4.8 地震 地震 台网 正式 月 日 时 36 分在 新疆 克孜勒苏 州 阿图什市 北纬 40.21 东经 77.68 4.8 地震 震源 深度 千米 地震台 网速 报,,https://wx1.sinaimg.cn/large/0033ImPzly1hqw27m5pe1j60m80go75z02.jpg,,,2024-06-20T19:48:33,微博网页版,685,458,114,新疆阿图什市4.8级地震,中国地震台网速报,2024-06-20 19:48:33
5047422156278668,OjTFlqlmQ,中国女排 不敌 日本队 无缘 世 联赛 半决赛 月 日 2024 世界 女排 联赛 总决赛 决赛 泰国 曼谷 中国女排 ∶ 不敌 日本队 无缘 半决赛 中国女排 VS 日本女排 人民日报 记者 李洋,,"https://wx1.sinaimg.cn/large/0033ImPzly1hqw20123fyj60tu0gp0xz02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqw201207xj60tv0gptdp02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw2013q0yj60tw0grae002.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqw2014cqyj60ty0gsdll02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqw20148wxj60tx0gu43o02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqw2014iy4j60tz0gtaf902.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw2013vuuj60tt0gq78g02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqw200wzsaj60tv0gp41i02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqw20101lwj60tw0gvjv502.jpg",,,2024-06-20T19:24:41,微博网页版,921,398,113,"中国女排0比3不敌日本队,中国女排VS日本女排",,2024-06-20 19:24:41
5047408769633449,OjTjKEq6d,辛苦 桂林 抗洪 现场 市民 说 子弟兵 安心 月 日至 日 广西 桂林 漓江 水位 上涨 市区 多处 内涝 房屋 被淹 道路 受阻 人员 被困 武警 广西 总队 桂林 支队 官兵 紧急 出动 群众 生命财产 武警官兵 奋战 桂林 抢险救灾 一线 央广 军事 微博 视频,,,"https://f.video.weibocdn.com/o0/CjyM6TyTlx08fNHyhXwQ01041200i9y40E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059556&ssig=xajleIbcyk&KID=unistore,video",,2024-06-20T18:31:30,微博视频号,5094,853,500,"桂林抗洪现场市民说看到子弟兵很安心,武警官兵奋战桂林抢险救灾一线",,2024-06-20 18:31:30
5047401632763397,OjT8fbASV,清新 延时 摄影 垂 茉莉花 开 治愈 近日 甘肃 陇南 摄影师 延时 摄影 记录 垂 茉莉 绽放 唯美 瞬间 玲珑剔透 花苞 怦然 绽放 花瓣 洁白如玉 优雅 灵动 荔枝 风景线 微博 视频,,,"https://f.video.weibocdn.com/o0/XxLV7txJlx08fLJkENXO01041200inmH0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1719059556&ssig=VcdnE5v1pt&KID=unistore,video",,2024-06-20T18:03:08,微博视频号,1792,709,649,延时摄影看垂茉莉花开好治愈,,2024-06-20 18:03:08
5047389343186952,OjSOqdn4s,习近平 宁夏 日 下午 习近平 总书记 宁夏回族自治区 来到 银川市 金凤区 长城 花园 社区 社区 发挥 党组织 便民 惠民 各族群众 交往 交融 情况 习近平 宁夏 网页 链接,,"https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1zgeaj62yo22iu0y02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1yh46j62yo24lu0y02.jpg,https://wx3.sinaimg.cn/large/0033ImPzly1hqvxr2l5j4j62yo1z4b2b02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvxr2u6iij62yo24ee8302.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2len9j62l51q3e8202.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2v97hj62yo1xib2b02.jpg,https://wx1.sinaimg.cn/large/0033ImPzly1hqvxr2e1h7j62yo25b1kz02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr2e1saj62yo23g1kz02.jpg,https://wx2.sinaimg.cn/large/0033ImPzly1hqvxr2lobnj62yo23fnpf02.jpg,https://wx4.sinaimg.cn/large/0033ImPzly1hqvxr1p0ckj62yo1z4kjm02.jpg",,,2024-06-20T17:14:17,微博网页版,1332,249,243,习近平宁夏考察调研,,2024-06-20 17:14:17
5047386055901424,OjSJ7oLeg,中马 延长 免签 月 日 马来西亚 发表 中华人民共和国政府 马来西亚 政府 战略伙伴 马 命运 共同体 联合声明 声明 提到 中方 同意 延长 马来西亚 公民 免签 2025 年底 互惠 安排 马方 延长 公民 免 签证 2026 年底 网页 链接,,https://wx3.sinaimg.cn/large/0033ImPzly1hqvxdldepzj60j60j6gnj02.jpg,,,2024-06-20T17:01:13,微博网页版,678,184,98,中马互相延长免签,,2024-06-20 17:01:13
